English,Kiswahili,Ekegusii,Domain
"Explore opportunities for your dairy farm or cooperative to supply fresh eggs to colleges (schools, hospitals) for their feeding programs.","Chunguza fursa kwa shamba lako la maziwa au ushirika wa kusambaza mayai mabichi kwa vyuo (shule, hospitali) kwa ajili ya programu zao za kulisha.",Rigia komanya chinagaki chingiya chireo as ase oboremi bwao bwechiombe chia'amabere giose ebiombe bibwatekaine nayio ase okoonia amagena echingoko chiao bwango kegima gochia (chisukuru na chuinyagitari ) ase omoroberio bwoborageria bwaobo.,Agriculture
"Regional and international markets, such as the African Continental Free Trade Area, provides an expanded market access to 1.3 billion people.","Masoko ya kikanda na kimataifa, kama vile Eneo la Biashara Huria la Bara la Afrika, hutoa ufikiaji mpana wa soko kwa watu bilioni 1.3.","Echiro yorogongo goika echiro yense engima, buna omoroberio bwa'Afrika orengete korusia ebango ase oboererania bwerigesa, nore noboagare bwosoa echiro na goikera abanto 1.3 billion.",Agriculture
"Cessation of movement in Nairobi Metropolitan Area, Mombasa and Mandera extended by a month, bars to remain closed for another 30 days","Kusitishwa kwa usafiri katika Eneo la Jiji la Nairobi, Mombasa na Mandera kwaongezwa kwa mwezi mmoja, baa zitaendelea kufungwa kwa siku 30 zaidi","Ogotenenenigwa bw'obosombi ase emechi ya Nairobi ,Mombasa na Mandera komentwa omotienyi oyomo. Chibaa kogenderera gosiekwa ase amatuko 30 ande.",Health
KICD urges schools to embrace e-learning platforms to ensure continuity of learning during unforeseen emergencies.,KICD inahimiza shule kukumbatia mifumo ya kujifunza mtandaoni ili kuhakikisha mwendelezo wa kujifunza wakati wa dharura zisizotarajiwa.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD)  yaboririe chisukuru kobwata omoroberio bwamasomo goetera eintaneti goikerania kogendera gosoma kwa abana ekero emebasekano ao ao egocha.,Education
Basic Education Statistical Booklet 2020 released.,Kijitabu cha Takwimu za Elimu ya Msingi 2020 kimetolewa.,Ebitabu bikworokereria Amasomo Oboroso 2020 biasokire,Education
Focus on rights-based storytelling,Zingatia usimulizi wa hadithi unaozingatia haki,Renga nga gokorwa emegano ase oboegereri bwao ngokora ore ayio goetera chinchera chincheire chikemwanyabanto.,Education
"Goal-setting is subjective. It is important to create goals that make sense for you during your recovery journey. If you need assistance in creating realistic and achievable goals, reach out to your mentor, peer, or another mental health professional for guidance and tips","Kuweka malengo ni jambo la kibinafsi. Ni muhimu kuunda malengo yanayokufaa wakati wa safari yako ya kupona. Ikiwa unahitaji usaidizi katika kuunda malengo halisi na yanayoweza kufikiwa, wasiliana na mshauri wako, mwenzako, au mtaalamu mwingine wa afya ya akili kwa mwongozo na vidokezo.","Kobeka ebirenga n’engana ya bene. N’egento ki engencho korosia ebirenga bikogwenerete ekero ore a se esabari y’okogwena. Onye g otagete obokonyi korosia ebirenga ebiya bigoikereka, rigia omosemia oo, oyomino, gose omomanyi onde b w’oborwaria, gose omomanyi b w’oborwaria bw’obongo omomanyi, orakoe obomanyi.",Health
Inclusion of learners with disabilities in CBC assessment framework.,Kujumuishwa kwa wanafunzi wenye ulemavu katika mfumo wa tathmini ya CBC.,Burukania abana bare noboremaru nabana bande ase chisemi chiria chirengete okwenyara kwomwana nechisemi chiokwegendereria (CBC) ase omoroberio bwokobarenga.,Education
Create a family emergency plan and meeting point for disasters.,Unda mpango wa dharura wa familia na mahali pa kukutania majanga.,Manyererania genkio nabanto benyoma yao aase ogotamera chingaki chiomobasekano.,Security
IEBC to issue 1 million voter cards in schools next week ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ be ready!,IEBC itatoa kadi za wapiga kura milioni 1 shuleni wiki ijayo â€œkuwa tayari!,"Ekeombe keria ekenene getenererete chikura (IEBC) korikia abaaki chikura abayia emirioni eyemo 1 ime yechisuku ewiki egocha, eariganie!",Education
Teach hygiene! Educate students on cholera prevention.,Fundisha usafi! Waelimishe wanafunzi kuhusu kuzuia kipindupindu.,Somia igoro yobochenu! Sermia abana buna baratange endwari yogosaa .,Education
Explore loan schemes tailored for expansion of enterprise from Kenya Post Office Savings Bank. Compare interest rates and terms.,Chunguza mipango ya mikopo iliyoundwa kwa ajili ya upanuzi wa biashara kutoka Benki ya Akiba ya Ofisi ya Posta ya Kenya. Linganisha viwango vya riba na masharti.,Rigia komanya igoro yamakobeso ayio arakonye gokinia oboonchoreria bwao korwa ebengi ya Kenya Post Office Savings Bank. Renga komanya igoro yechibesa chiria ogakana as ogokobesa korwa asebare na amachiko abo.,Agriculture
Be wary of 'emergency' scams where callers pretend to be family in distress.,Kuwa mwangalifu na ulaghai wa 'dharura' ambapo wapiga simu hujifanya kuwa familia iliyo katika shida.,Kabe maiso nechisimi korwa ase abanto bagwekona buna abamo babamino chigokorangeria nga omonto omino nare ase emechando eganetie oboknyi bwa bwango gokonya obogima bwaya.,Security
Ensure compliance with school safety manual.,Hakikisha kufuata mwongozo wa usalama wa shule.,Rora nga noikeranetie amachiko yoborendi bwesukuru buna are ase egetabu kiamachiko echisukuru.,Education
Support marginalized communities 2022.,Saidia jamii zilizotengwa 2022.,Sira chingongo chiria chitigarete magega omwaka 2022.,Education
The Commission invites all new eligible voters and those seeking transfer of registration status and update of voter particulars/information to visit their preferred IEBCKenya constituency offices with their national identity card or valid Kenyan passport to register.,Tume inawaalika wapiga kura wote wapya wanaostahiki na wale wanaotaka kuhamisha hadhi ya usajili na kusasisha maelezo/taarifa za wapiga kura kutembelea ofisi zao za jimbo la IEBCKenya wanazopendelea wakiwa na kitambulisho chao cha kitaifa au pasipoti halali ya Kenya ili kujiandikisha.,ekeombe kiobochori kiabareganirie abaaki chikura abayia bonsi na baria bonsi barigetie kong'anya gochia ase nchisemo chingeni.,Governance
"Women play a crucial role in tea. Learn about specific programs, resources, and markets targeting women in agriculture.","Wanawake wana jukumu muhimu katika chai. Jifunze kuhusu programu, rasilimali, na masoko mahususi yanayowalenga wanawake katika kilimo.","Abang'ina mbare nensemo enene ase oboremi bwechae. Egera igoro yemeroberio ao ao, ebiganieirie, nechiro erengete abaremi abang'ina.",Agriculture
"Unified action is needed in the war against graft. Stand firm, report corruption.","Hatua ya pamoja inahitajika katika vita dhidi ya ufisadi. Simama imara, ripoti ufisadi.","Okobwatera amo nkoganeirie erio gosegeta esegi ase obokorekanu. Tenena bokong'u, teba ase obokorekanu bore.",Security
Official launch of biofertilizer to increase micronutrient content in crops grown in six counties.,Uzinduzi rasmi wa mbolea ya kibiolojia ili kuongeza kiwango cha virutubisho katika mazao yanayolimwa katika kaunti sita.,Ogochakigwa kwa obwoyo bokomenta obotobu ase ebimeri ime yechikaunti isano nemo,Health
"Improving market access and infrastructure: Invest in rural infrastructure, such as roads and storage facilities, and promote digital platforms ...","Kuboresha upatikanaji wa soko na miundombinu: Wekeza katika miundombinu ya vijijini, kama vile barabara na vifaa vya kuhifadhia vitu, na tangaza majukwaa ya kidijitali ...","Goikerania enchera yogosoa echiro amo nobogachi obuya bwerigesa: Ikerania chinyomba chiokogacha endagera amo nobobogoria korwa mogondo, chipara chingiya nechinyomba chiobokendu ase okogacha chindagera, na gokonyia omoroberio bwokoererania chisemi ase embeo...",Agriculture
EACC supports local offices to prevent misuse of public funds.,EACC inasaidia ofisi za mitaa kuzuia matumizi mabaya ya fedha za umma.,Ekeombe keria ekenene getenenerete oboikeranu na gotanga obokurumi (EACC) ngosira kere chiofisi chia inse gotanga gotumia bobe chibesa chieserikari.,Education
"Ensure textbooks by January 6, 2025.","Hakikisha vitabu vya kiada ifikapo Januari 6, 2025.","Rora nga nore nebitabu biogosoma nyuma ya yechitariki 6 omotienyi omotangani, 2025.",Education
The County Government of Mandera encourages all eligible youth to take advantage of this life-changing opportunity and contribute to the county's development.,Serikali ya Kaunti ya Mandera inawahimiza vijana wote wanaostahiki kutumia fursa hii inayobadilisha maisha na kuchangia katika maendeleo ya kaunti.,Eserikari yekaonti ya Mandera yasegetire abasae bonsi bari bare nogwancherwa kobogoria ribaga eri riabeene goonchoreria obogima bwabo na gosegeta amagenderero yekaonti.,Governance
Free digital textbooks now available on KICD portal for all subjects.,Vitabu vya kidijitali vya bure sasa vinapatikana kwenye lango la KICD kwa masomo yote.,Ebitabu biogosoma bia bosa bono mbireo ase einisititute eria enene ya Kenya etenerete ebi abana bagosoma chisukuru (KICD) ase abana binsi.,Education
Government introduces new high-yield maize varieties for semi-arid regions.,Serikali yaanzisha aina mpya za mahindi zenye mavuno mengi kwa maeneo yenye ukame wa nusu.,Eserikari yarure aembusuro yebituma yerigesa rinene ase chingongo chiria chinyomo.,Agriculture
Learn at any age! Join adult literacy classes in your county.,Jifunze katika umri wowote! Jiunge na madarasa ya kusoma na kuandika ya watu wazima katika kaunti yako.,Soma nonya kore kore bwemiaka ende onsi! Soa ekerasi giechisemi chiabanto abanene abwo ase ekaonti yao.,Education
Market linkage and coordination. Connecting farmers with markets through digital platforms requires coordination between various stakeholders.,Uhusiano na uratibu wa soko. Kuwaunganisha wakulima na masoko kupitia mifumo ya kidijitali kunahitaji uratibu kati ya wadau mbalimbali.,"Kobwatania chichiro amo na oboererania, kobwatania abaremi nechichiro, goetera omoroberio bwegechidichitari dnoganetie oboereria gati baria bakobwaterana ao ao. .",Agriculture
"Mission for Essential Drugs and Supplies suspends orders for USAID-funded essential drugs, move likely to affect the distribution of HIV and malaria drugs","Shirika la Misheni ya Dawa na Ugavi Muhimu lasimamisha oda za dawa muhimu zinazofadhiliwa na USAID, hatua ambayo inaweza kuathiri usambazaji wa dawa za VVU na malaria","Ekeombe Kia Amariogo aria aganirie mono, gotenenia okobagwa Kwa amariogo ye eng'echo korua ase USAID, egetambokero keranyare koreta obokong'u ase okobagwa Kwa amariogo a Esosera na Enyamoreo.",Health
"U.S. Embassy warned citizens of risks during ongoing protests, advising avoidance of demonstration areas due to potential violence.","Ubalozi wa Marekani uliwaonya raia kuhusu hatari wakati wa maandamano yanayoendelea, ukishauri kuepuka maeneo ya maandamano kutokana na uwezekano wa vurugu.","Obobarosi bwa america aiga Kenya (U.S. Embassy) mbakurerete abakenya kwerenda chingaki okorobererekana kwagendererete, na korwa ogosemia abanto gotaika ang'e ase okorobererekana kore ase obwoba bwobotindi boreo.",Security
"AP featured families of protest victims expressing grief, frustration with impunity, and demands for justice and oversight reforms.","AP iliangazia familia za waathiriwa wa maandamano zikielezea huzuni, kukatishwa tamaa na kutokujali, na madai ya haki na mageuzi ya usimamizi.","Abasikari boborai (AP)mbaorogetie buna chifamiri chia baria barenge ase emechando yogosiria abamwabo, na buna abasikari bakobuna amachiko batari okorerwa kende, na gosaba nga ekeene gekoreke na ogoonchoreria kwa amachiko arengete obokoreri bwa abasikari.",Security
Safe school transport: All matatus ferrying students must have speed governors!,Usafiri salama shuleni: Matatu zote zinazosafirisha wanafunzi lazima ziwe na vidhibiti mwendo!,Obobogoria obuya bwabana: Matatu chionsi chikobogoria abana goika chibe negento keria kegotanga orogendo rwaigoro!,Education
Support schools! Fund education in drought-affected areas.,Saidia shule! Fadhili elimu katika maeneo yaliyoathiriwa na ukame.,Sira chisukuru! Kae chibesa chisukuru chiria chire ase chingongo chibwate omochando  bwomobaso omonene.,Education
"Families are encouraged to identify emergency transport options in advance, in case labor begins unexpectedly. Delays in reaching the hospital can lead to complications.","Familia zinahimizwa kutambua njia za usafiri wa dharura mapema, iwapo uchungu wa kujifungua utaanza bila kutarajia. Kuchelewa kufika hospitalini kunaweza kusababisha matatizo.","Chinyomba chiairwe omoyo korigia enchera y'obosombi mapema, Obororo Bwa okoibora kiborache mobasokano.
 Okonyorwa goika nyagitari Nabo gokoreta emechando.",Health
Register your childs birth early to secure legal identity and access to services.,Sajili kuzaliwa kwa mtoto wako mapema ili kupata utambulisho halali na upatikanaji wa huduma.,Rika omwana amanyekane nebigambero naende anyore obokonyi ao ao,Health
Promote lifelong learning 2025.,Kukuza ujifunzaji wa maisha yote 2025.,Segeta amaoso amatuko onsi omwaka 2025.,Education
"Investigations revealed police attempts to misreport protest fatalities as accidents, raising concerns over deliberate cover-ups.","Uchunguzi umebaini kuwa polisi wanajaribu kuripoti vibaya vifo vya waandamanaji kama ajali, na kuzua wasiwasi kuhusu kuficha kwa makusudi.","Obotuki mbwaorogetie buna abasikari batemete kobisa enamba yabanto baumiete gose gosiria obogima goetera goetera okorobererekana, buna ringana riamakusudi kobisa amang'ana.",Security
KNCHR calls for stronger measures to protect human rights from corruption impacts.,KNCHR inatoa wito wa hatua kali zaidi za kulinda haki za binadamu kutokana na athari za ufisadi.,Ekeombe keria ekenen gekorwanerera oborongo bwa mwanyabanto (KNCHR) kiaboririe ng'a emeroberio emiya yokorenda yokorenda oboronge bwa'banto korwa emechando ekorentwa nobokorekanu.,Security
Support your child! Pay fees on time to avoid school closures.,Msaidie mtoto wako! Lipa ada kwa wakati ili kuepuka kufungwa kwa shule.,Sira omwana oo! Akana esukuru fisi otari konyorwa esukuru tebaise gosiekwa.,Education
Train staff! Address student unrest proactively.,Wafunze wafanyakazi! Shughulikia vurugu za wanafunzi kwa njia ya kujikinga.,Somia abarimu bamino! Manaya na gokwanera bwango mechando ende yonsi  yabana gotanga chiburaburu esukuru.,Education
Garissa schools receive armed protection after attack.,Shule za Garissa hupokea ulinzi wa silaha baada ya shambulio.,Chisukuru chia Garissa chianyore oborendi korwa abasikari babwate chibunduki nyuma yogosaganwa.,Security
Featured Article. UK-CGIAR News. How Vegetable Integrated Push Pull Technology is revolutionizing cowpea farming in Western Kenya. 16 July 2025. More News ...,Makala Iliyoangaziwa. Habari za UK-CGIAR. Jinsi Teknolojia ya Mboga Integrated Pull Pull inavyobadilisha kilimo cha kunde Magharibi mwa Kenya. 16 Julai 2025. Habari Zaidi ...,FAmangana arikire na. UK-CGIAR Amang'ana amayia. Buna oboremi bweching'eni bogosegeta okoburukania chimbisi nebimeri binde bwabeire obwengencho ari Mocha ya Kenya. 16 July 2025. Amang'ana amayia amange ...,Agriculture
[Health Protocols] Comprehensive COVID-19 health and safety protocols for school reopening including mandatory masks and temperature monitoring,[Itifaki za Afya] Itifaki kamili za afya na usalama za COVID-19 kwa ajili ya kufungua shule ikiwa ni pamoja na barakoa za lazima na ufuatiliaji wa halijoto,[Amachiko Obochenu] Ase oboikeranu amachiko obochenu igoro yendwari Yenyamayaa (COVID-19) ase chisukuru koigora amo nogochika kobeka ebitambaa biogotuma emenwa nechiomioro na gopima ribera ase omobere,Education
"Many children drown in open water sources. Parents should supervise kids near pools, rivers, and wells.","Watoto wengi huzama kwenye vyanzo vya maji vilivyo wazi. Wazazi wanapaswa kuwasimamia watoto karibu na madimbwi ya maji, mito, na visima.","Abana abange nigo bkogwa nagokwera ime yechinsemo chiamache. Abaibiri goika barande abana babio ekero bare ange nase aria agoakerwa ontimbu, chindoche, amo nechinsoko.",Security
