English,Ekegusii,Domain
"Get enlightened on mental health care, so that you become a change agent, scolding those suffering from mental health is a stumbling block for those struggling to get care. Choos to live a life of dignity, fight stigma arising from scolding mental health patients","Esemie ase amang'ana yobobwenia bw'obongo, erinde obe omoteneneri bw'oboonchoreria, okonengeta ase amang'ana ya oborwaria bw'obongo. Okonengeta ne eyemo ase ebikongo ebinene ase abanto korigia korwarigwa obobwenia bw'obongo.
  Chora komenya obogima Bwe chinguru ,rwania okonengeta.",Health
"Through the national committee's emergency and response directives, we shall reduce long protocols, in entire Kenya, for the next two weeks coming, starting from tomorrow, March 16, 2020, to allow more time for dissemonation on the prevemntion of infections","Kobwatekana nerichiko rirure nekamiti yense yomoaganano namairanerio, ntokeanie emeroberio yebigambero, ense engima, emekubio ebere ekobwatia, gochakera mambia, March 16, 2020, erio koenana ribaga riogosemania mono na kobeka ebirengo biogotanga ogoichora kwebinyinyi.",Health
Terrorist attacks are more likely during major holidays and the public is urged to maintain heightened awareness and avoid crowded spaces.,Ogoakwa chipomu ngokageire mono chingaki chiemetiko nemeyega emenene igo ogosaba goikarania koba maiso kwarurwe goetra okomanyania na kwebacha korwa omoganda bwabanto abange.,Security
"Further, research institutions, including the Kenya Agricultural ... Better market access: Strengthening cooperatives, promoting digital ...","Goetania ayio, ebiombe biobokongoria amo na keria gia Kenya Agricultural ... Chichiro chingiya, gosoa echiro: Gokong'ia ebiombe, gosegeta  egechiditari...",Agriculture
USDA promotes regenerative agriculture for grazing.,USDA ngosegeta ere oboremi borengete korenda obotobu bweriroba ase okorisia chiombe.,Agriculture
Kenya's policy framework ensures coordinated disaster management. Understand your rights and government obligations.,Amachiko aKenya igoro yobokoreri ekero kia omobasekano nkoenekia are ng'a okobeaterana nekomoti yemebasekano. Manya aboronge bwao neki eserikari ebwenerete kogokorera.,Security
"The government has unveiled a series of vocational training programmes aimed at equipping youths with skills in high-demand fields such as mechanics, electrical work, dressmaking, and livestock inspec...","Eserikari yaansire omoroberio bwogosomia abana emeremo ao ao erengete koa abasae ochusi ase emeremo eria ere nokogania mono ase echiro yemeremo buna oborosia chirori, kobeka esitima, gosona chiaanga nobobwenia bwetugo...",Education
Human activities cause most wildfires. Avoid open flames in forests and report smoke sightings to Kenya Forest Service.,Engencho abanto bagokora ebinto biabo nero egwokia omorero ase chingaki chinyinge.,Security
"To guard against any eventuality to start bee keeping. Diversify your lessons to other assortment of farming, services, memorandum, and appreciate related risks like livestock diseases.","Erio gotanga obokongu bonde bwonsi buna ogochaka obotugi bwechinchoke. Egera igor yokagarei oboremi bwao, obokoreri, na ogwekomereria ase asara echinde chionsi buna amarwaire yetugo",Agriculture
"Public Participation and Stakeholder Engagement: In accordance with Article 10(2) of the Constitution of Kenya, the Ministry of Roads and Transport invites members of the public and stakeholders to participate in public forums.","Okoumerana na okobwatera nabanto nabasangi ao ao: Koreng'ana nerichiko ria 10(2) riegatabu kiamachiko gia Kenya, Eminisitiri yechipara nobobogoria yachikire abanto nabasangi bande gosanga ase ebikaranso biechinkwana chia bonsi.",Governance
"Government issued updates on North Rift anti-banditry operations, including arrests and livestock recovery, urging public cooperation.","Eserikari yamanyetie abanto ba North Rift igoro yemeroberio yaye gotanga oboibi bwechiombe, abaibi babwatirwe nechiombe chianyorirwe na koiranigwa, na gosaba nga okobwaterana kobeo.",Security
Ensure clean water! Prevent cholera outbreaks in schools.,Rora ng'a amache mamarabu! Tanga ogwateka kwendwari yogosaa ase esukuru.,Education
The Kenya School of TVET announced the Technical and Vocational Education and Training Act 2024 to regulate and enhance TVET programs across Kenya.,Esukuru ya Kneya ya TVET yararetie amasomo yobobundi nochusi nerichi riokwegeria omwaka 2024 ase oboikeranu bwamasomo gokinia chikosi chiobobundi nochusi Kenya engima.,Education
The Commission calls upon business owners to stay alert to during the election period.,Ekeombe kiarure okoboria gochia ase abaonchoreria koba maiso chingaki chiobochori.,Governance
Train on mental health for teachers 2021.,Somia abarimu igoro yomorembe bwobongo  omwaka 2021.,Education
"Reports detailed police-ordered lockdowns on Saba Saba Day, including blocked routes, live fire, and escalated confrontations.","Chiripoti igoro ya buna abasikari batangete ogotara, gosanga na koererania amangana rituko ria Saba Saba, goetra ogosieka chipara, okorasa chimbunde, na kogesa emeburukano.",Security
"""Wanafunzi wanaombwa wasitumie wasimamizi wasiojulikana kusajili HELB. Maafisa bandia wamekuwa wakichukua pesa wakiahidi kufanikisha mkopo.""","""Abana babioriigwe tibatumia abatenereri batamanyekaneti ekero bakwerika konyora ogokonya gwechibesa korwa HELB. Abanene ba pandia babeire bagosaba chibesa ase okobatebia ng'a mbabae chibesa chieroni ya HELB.""",Security
Risk assessment tools help identify individuals at high risk of experiencing or perpetrating violence to enable targeted interventions.,Amasakara abwate amaborio na buna abanto bakoiraneria ebigokonya korora na komanya buna abanto baria bare ase ekonyarekana gokorerwa bobe gose kogenderera gokorerwa bobe erio gokonya kobeka emeroberio yogotanga ebwenerete.,Security
Large gatherings increase theft risks. Supervise herds and coordinate with security agencies.,Omoganda omonenenbwabanto nigo okongusa abaibi. Renda etugo yao buya na bwaterana nabarendi boborendi.,Security
Integrate values education 2022.,"Renta amo chingencho chiobuya, obwegenwa na obokoreri obuya ase chisemi 2022.",Education
"Mpox symptoms include fever, rash, and swollen lymph nodes. Seek medical care immediately if you notice any of these.","Ebimanyererio bia Mpox nigo bire buna rikuba, upele, okobimba chingw’eno. Genda nyagitari kegima ekero kwarorire ebimanyererio ebi ase ore.",Health
"TSC mandates digital skills training for all teachers at Ksh 2,500.","Ekeombe ekene kia abarimu (TSC)  yachire abarimu bonsi kwegera igoro yechisemi chiegedichitari ase chisiringi 2,500.",Education
"Biotechnology advances are reshaping agriculture and improving food security among other spheres. However, agricultural biotechnology is a relatively ...","Okogendera ase ensemo yoboremi bwegidichitari kwabeire okwengencho as okoreta omoroberio omoyia goikerania omoigoto ase chinsemo chinde. Nonya nogo, tekinorochia erengete gokinia ebemeri biorongo yarorekanire koba ande ake ...",Agriculture
Conduct energy audits 2024.,kabe nomoroberio bwokomanya buns omorero gose esitima egotumeka 2024.,Education
Kenya confirms three new Mpox cases in Busia; Health Ministry warns of a high risk of importing Marburg and Ebola viruses from neighboring Tanzania and Sudan.,Kenya yaenekirie abanto batato gotwara oborwaire bwa MPOX ase ekaunti ya Busia. Ewizara ya Afya yakureire okonyarekana gw'okwambokeria ebirusi bya Marburg na Ebola korwa Chinse jirani chia Tanzania na Sudan.,Health
Education Cabinet Secretary George Magoha then wrote to the Public Service Commission (PSC) seeking Matiangi's appointment as deputy director of education at job group R. PAY ATTENTION: Click 'See First' under 'Follow' Tab to see Tuko.co.ke news on your FB Feed Read also Newspapers Review for May 24: Who Will Pay Lawyers Behind BBI Appeal?,omowasiri bwechisemi George magoha narigete riuko engaki eyuo gochia ase ekeombe getenenerete abakori emeremo beserekari (psc) gosaba ng'a Matiang'i achorwe koba omokonyi bomochiki omonene bwechisemi ase obokoreri bwemeremo ensemo RA.,Governance
"Report suspicious activities linked to gangs, terrorism, or violent demonstrations.","Manyia abagambi igoro yrbikoru biechitangutangu bibwatekaine nobokebago bwabanto abange, okoruta chipomu, gose okoroberekana kwobotindi.",Security
Ministry of Education launches STEM scholarships targeting girls to boost gender parity in science fields.,"Eminisitiri yechisemi yaansire korwa chibesa chiogosomera Obosayansi, Etekinorochi, Oboinchinia, amo Nechisabu (STEM) chirengete abanyaroka erio gokeania ogotarenganana ase amasomo egesayansi.",Education
"Though rare, earthquakes can occur. Drop, Cover, and Hold during tremors. Avoid buildings with cracks and report structural weaknesses to authorities.","Nonya omotengencho tori koba mono,nabo ekanyerekana ochiche.Tuba omotwe oo na ekumbe gose kunama namagako ao gochia inse,ekero kiomotengencho.Kabe are nechinyomba chitandogete,gose gose chiekumbete na manyia abateneri bamaagacho igoro yobogongeru bwechinyomba echio.",Security
"Conserve water in your farm by mulching, harvesting and conserving rain water and planting drought resistance crops like sorghum.","Renda amache gose obonyiu koera ase riroba bwango ase ogotuba riroba nobanyansi gose eubi, gotacha na kogacha amache yembura, na gosimeka ebimeri biria bikoremereria eguragura buna amaemba.",Agriculture
Investigate efforts of digital technology of IFAD in Asia-Pacific. Digital farming is one important effort to strengthen food security.,Gokora omobaro IFAD' asogotema kwegedichitari aaria orongo rwa Asia-Pacific. Oboremi bwegedichitari nabwo bobwenerete buma enchera eyemo gogokonyia omoigoto.,Agriculture
Keep bushes and trees near windows trimmed to eliminate hiding spots.,Nacha emete na rabia orosana ase chitirisa gotanga abaibi tibebisa aroro.,Security
GT News | EACC urges compliance with traffic laws to combat corruption on Kenyan roads. Motorists play a vital role. Let's prioritize road safety! Report corruption to Toll-Free No.1551.,"Amayia korwa GT, ekeombe giokorwania obokurumi ime yense kiaboririe amachiko onsi abara kobwatigwa erio gokeania obokurumi ase chibara, abarundia nigo bagokora emeremo emiya ase ogoikerania oboseera ase chibara.  karue amang'ana ao igoro yobokurumi ase ogoaka esimi etari konacha besa 1551.",Governance
Government urges farmers to plant early-maturing maize varieties to adapt to shorter rainfall cycles.,Eserikari nogo egosorora abaremi ebimeri biebituma biria bikwama bwngo buna enchera eyomo yogwekongia ase embure enyeng'e.,Agriculture
Authorities notified the public of an Al-Shabaab attack in Garissa and urged vigilance as additional troops were deployed.,Aabarai banyirie abanainchi igoro yobkebago bwogokwa epomu na Al-Shabaab aaria garisa Garissa na gosaba koba maiso buna enchera eyemo gokonya ebikosi bia abasikari biria biatomirwe.,Security
"Up to 6 months from the date of the child, start feeding the child with food rich in minerals as you continue with breast feeding. Prevent feeding the child with sugarly fast foods, and also ensure cleanlinness.","Ase emetienyi etano nomo nyuma yokoibora, chaka koa omwana endagera enene ebwate amadini omwana kagedererete nokogonka. Etange koria ebitoki bibwate Esukari enyinge na enekia obochenu engaki y’okorageria.",Health
Apply for TVET bursaries by March 15 via HELB.,Toma ogosaba kwao gochia chisukuru chiria chiobobundi nechisemi chiokwegendereria (TVET) onyore chibesa chiogosoma goetera ekeombe keria gekorwa chibesa gokonya abana ba amasomo aigoro (HELB),Education
"Explore opportunities for your dairy farm or cooperative to supply fresh eggs to colleges (schools, hospitals) for their feeding programs.",Rigia komanya chinagaki chingiya chireo as ase oboremi bwao bwechiombe chia'amabere giose ebiombe bibwatekaine nayio ase okoonia amagena echingoko chiao bwango kegima gochia (chisukuru na chuinyagitari ) ase omoroberio bwoborageria bwaobo.,Agriculture
"Regional and international markets, such as the African Continental Free Trade Area, provides an expanded market access to 1.3 billion people.","Echiro yorogongo goika echiro yense engima, buna omoroberio bwa'Afrika orengete korusia ebango ase oboererania bwerigesa, nore noboagare bwosoa echiro na goikera abanto 1.3 billion.",Agriculture
"Cessation of movement in Nairobi Metropolitan Area, Mombasa and Mandera extended by a month, bars to remain closed for another 30 days","Ogotenenenigwa bw'obosombi ase emechi ya Nairobi ,Mombasa na Mandera komentwa omotienyi oyomo. Chibaa kogenderera gosiekwa ase amatuko 30 ande.",Health
KICD urges schools to embrace e-learning platforms to ensure continuity of learning during unforeseen emergencies.,Ekeombe keria getenerete buna amasomo akorosigwa (KICD)  yaboririe chisukuru kobwata omoroberio bwamasomo goetera eintaneti goikerania kogendera gosoma kwa abana ekero emebasekano ao ao egocha.,Education
