English,Domain,Source,SourceFile
"The VCI reflects a stable situation, showing a shift from near-normal vegetation conditions in July to above-normal conditions in August, according to FAO’s satellite-derived monthly datasets.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"A VCI above 35–50 denotes near- to above-normal vegetation conditions, which is consistent with the observed averages across livelihood zones (Figure 2).",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"conditions, with a higher VCI of 71.41.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"This variation suggests better crop and pasture conditions in the Agro- Pastoral areas, likely driven by more diversified land use and higher soil moisture retention.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"(42.96), and Mnagei (49.89) reported near-normal vegetation conditions.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"Overall, vegetation conditions in these wards showed improvement compared to the previous month.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
during the current month.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"conditions, as illustrated in Figure 3.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"zones, 80 percent of pasture was reported to be in fair condition, while the Agro-Pastoral livelihood zones recorded 50 percent in fair condition.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"Pasture conditions in August were better than the same period in 2023, but worse than in 2024.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"Nonetheless, the available pasture is expected to last for 2-3 months, which is normal for this time of year.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"livelihood zones recorded better browse conditions (ranging from fair to good) compared to the Pastoral zones, due to the relatively more favorable wet conditions experienced in Agro-Pastoral areas.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
The current browse condition is better than the same period in 2023 but worse than in 2024.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"pans/dams, boreholes, traditional river wells, and rivers.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"for 25, 23 and 19 percent of usage, as shown in Figure 5.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
significantly reduced the recharge capacity of open water sources.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"sources increasing to 40–50 percent of their capacity in most areas, up from 35–45 percent.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"Agro-Pastoral zones they are higher, at 60–70 percent.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
from 3.4 km recorded in the previous month.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"within the normal seasonal range of 2.0–3.7 km, as illustrated in Figure 6.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"Water consumption per person per day stagnated at 12 litres, reflecting a stable water situation.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"However, this remains below the recommended threshold of 15 litres or more.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"Clear disparities were observed between zones: Agro-Pastoral households consumed nine litres, while Pastoral households consumed 13 litres.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"Both are below the standard, signaling access constraints likely driven by rugged terrain, scattered settlements, and limited infrastructure.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"consumption, up from the previous month.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"Despite this improvement, the low adoption of water treatment practices poses a public health risk, particularly in areas where open water sources are prone to contamination and shared with livestock.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
were forced to travel farther in search of reliable water sources.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"Pastoral zones, a trend consistent with previous months.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"The longest distances were recorded in Masol and Weiwei wards, areas characterized by rugged terrain, dispersed settlements, and limited permanent water sources, which significantly constrain efficient access to water.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
reflecting disparities in water infrastructure and vegetation cover.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"Agro-Pastoral areas benefit from relatively well-developed boreholes and surface water harvesting systems, which support more frequent access to water.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
above the long-term average and 4 percent above the normal seasonal range of 1.3–3.5 km (Figure 7).,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"This underscores a persistent vulnerability in Pastoral areas, where water access remains fragile and heavily dependent on rainfall distribution, surface runoff efficiency, and effective disease control measures.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"reduced availability of crop residues due to wilting and stunted crop growth in the Pastoral zones, compounded by increased livestock disease incidences.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"condition, while those in the Agro-Pastoral zones exhibited mostly good, smooth body condition.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"This disparity reflects the advantages in Agro-Pastoral areas such as better water access, stronger crop-livestock integration, and greater availability of supplementary feeding options, particularly in Chepareria and Weiwei wards.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"3.1.2 Livestock Diseases During the reporting period, multiple livestock disease outbreaks were reported across West Pokot County (Table 2), with varying levels of risk.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"Pleuropneumonia (CCPP) was the most severe outbreak, with 242 cases and 316 deaths in Pokot South Sub County.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
The risk level is very high.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"Disease (NCD) affected 68 poultry, causing 20 deaths in West Pokot and Pokot South Sub Counties.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"Peste des Petits Ruminants (PPR) outbreaks occurred in Pokot South, Pokot Central, Pokot North, and West Pokot, affecting 164 small ruminants with 45 deaths.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
to its contagious nature and rapid spread across multiple sub-counties.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
Losses from PPR directly threaten household nutrition through reduced milk supply and diminish income from goat and sheep sales.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"Foot and Mouth Disease (FMD) was reported in West Pokot, with 103 cases but no mortalities.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"The risk level is high given its impact on cattle trade restrictions, reduced market access, and lower milk yields, which negatively affect household earnings and food access.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"Fever (ECF) and Anaplasmosis were reported in Pokot South and West Pokot sub- counties, affecting 142 cattle.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"While no mortalities were recorded, the risk level is moderate.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"Lastly, Helminthiasis in Pokot South (32 cases) and Lumpy Skin Disease (LSD) in West Pokot and Pokot North (22 cases) presented a low to moderate risk, with no recorded mortalities.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"A total of 1,301 animals were vaccinated across different wards in West Pokot County.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"In Pokot South Sub County, 100 sheep were vaccinated against Peste des Petit Ruminants (PPR) and 200 chickens against Newcastle Disease (NCD) in Chepareria Ward, while 1 head of cattle was vaccinated against East Coast Fever (ECF) in Lelan Ward.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"In Kapenguria Sub County, 216 chickens were vaccinated against Fowl Pox in Kapenguria Ward, and 100 goats against Contagious Caprine Pleuropneumonia (CCPP) in Endugh Ward.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"In Sigor Sub County, Sekerr Ward recorded the highest number with 681 goats vaccinated against PPR.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
representing a 19 percent improvement compared to the previous month.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
provided additional feed support.,Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
"zones, with the gap widening during the month due to improved feed availability, shorter water access distances, and more integrated livestock management practices.",Agriculture/Disaster,NDMA West Pokot Drought Early Warning Bulletin August 2025,West_Pokot_DEW_Bulletin_August_202520250911172653.pdf
