English,Kiswahili,Domain,Ekegusii
Everyone using Commuter Train must follow measures at the Railway Station. A brand new ferry has been introduced at Likoni Ferry to ensure social distance. Flower export will be sustained by adding 12 more airlines; CS Macharia. #KomeshaCorona update.,Kila mtu anayetumia Treni ya Kusafiria lazima afuate hatua katika Kituo cha Reli. Feri mpya kabisa imetambulishwa katika Feri ya Likoni ili kuhakikisha umbali wa kijamii. Usafirishaji wa maua utadumishwa kwa kuongeza mashirika 12 zaidi ya ndege; CS Macharia. #KomeshaCorona sasisho.,Public Health,
Efforts in Guinea-Bissau to enhance medical oxygen availability are making a significant impact,Juhudi nchini Guinea-Bissau za kuimarisha upatikanaji wa oksijeni ya matibabu zinaleta matokeo makubwa,General,
"Employment of high coping strategies dropped from 38% to 9%, and severe livelihood coping also decreased, suggesting that the cash assistance contributed to improved food access and reduced reliance on coping strategies.","Mipangilio dhaifu na inayoathiriwa na uhamishaji inakabiliwa na shinikizo zilizounganishwa za uharibifu wa mazingira, majanga ya hali ya hewa, uhaba wa rasilimali na mivutano ya kijamii.",Disaster/Health,
Regional Bureau for Eastern Africa floods update #1 (15 May 2024),Ofisi ya Kanda ya Afrika Mashariki kuhusu mafuriko #1 (15 Mei 2024),Disaster/Health,
Care for diabetics living in displaced persons camps in Burundi,Huduma kwa wagonjwa wa kisukari wanaoishi katika kambi za watu waliohamishwa nchini Burundi,General,
"Drought and conflict force 80,000 to flee Somalia for Kenya's Dadaab refugee camps","Ukame na migogoro yawalazimu watu 80,000 kutoroka Somalia na kuelekea katika kambi za wakimbizi za Dadaab nchini Kenya.",Disaster/Health,
Meru (Meru-North) County: Drought Early Warning Bulletin for May 2023,Kaunti ya Meru (Meru-Kaskazini): Taarifa ya Onyo la Mapema kuhusu Ukame ya Mei 2023,Disaster/Health,
Scaling Up Disruptive Technologies for Agricultural Productivity in Kenya,Kuongeza Teknolojia Zinazosumbua kwa Tija ya Kilimo nchini Kenya,Disaster/Health,
The Regulations are accessible on the National Treasury website (www.treasury.go.ke).,Kanuni zinapatikana kwenye tovuti ya Hazina ya Kitaifa (www.treasury.go.ke).,Governance,
Entitled to be briefed on KRCS activities in those schools,Inastahili kufahamishwa kuhusu shughuli za KRCS katika shule hizo,General,
"The Shirika Plan marks a historic shift toward integrated, development‑oriented solutions.","Mpango wa Shiŕika unaashiria mabadiliko ya kihistoria kuelekea suluhu zilizounganishwa, zenye mwelekeo wa maendeleo.",Disaster/Health,
"b) About 117,900 refugee children in camp-based primary schools.","b) Takriban watoto wakimbizi 117,900 katika shule za msingi zilizo kambini.",General,
"Good financing decisions depend on good information, on understanding where risks lie, how they evolve, and what they will cost,"" said Amjad Abbashar, Chief, UNDRR Regional Office for Africa.","Maamuzi mazuri ya ufadhili yanategemea taarifa nzuri, kuelewa mahali ambapo hatari zipo, jinsi zinavyobadilika, na zitagharimu nini,"" alisema Amjad Abbashar, Mkuu wa Ofisi ya UNDRR ya Kanda ya Afrika.",Disaster/Health,
Veterinary Medicicines Directorate Council 19.08.2024 11:45 a.m. - 12:15 p.m.,Baraza la Kurugenzi la Dawa za Mifugo 19.08.2024 11:45 a.m. - 12:15 p.m.,Agriculture,
COVID-19 vaccination roll-out stagnates in Africa21 October 2022,Usambazaji wa chanjo ya COVID-19 unadumaa barani Afrika21 Oktoba 2022,General,
"Kenya - Key Message Update: Persistent food insecurity in pastoral areas ahead of below-average short rains season, September 2025","Kenya - Taarifa Muhimu ya Ujumbe: Uhaba wa chakula unaoendelea katika maeneo ya wafugaji kabla ya msimu wa mvua fupi za chini ya wastani, Septemba 2025",Disaster/Health,
"Kenya and Rwanda have reached an important milestone in the fight against antimicrobial resistance (AMR), strengthening their ability to track where drug-resistant infections are emerging, and how they are spreading. Through improvements to their surveillance systems, both countries are now generating more detailed information to guide treatment decisions, strengthen public health action and help protect the effectiveness of life-saving medicines.","Kenya na Rwanda zimefikia hatua muhimu katika mapambano dhidi ya ukinzani wa viua vijidudu (AMR), kuimarisha uwezo wao wa kufuatilia ni wapi magonjwa sugu ya dawa yanajitokeza, na jinsi yanavyoenea. Kupitia maboresho ya mifumo yao ya uchunguzi, nchi zote mbili sasa zinatoa maelezo ya kina zaidi ili kuongoza maamuzi ya matibabu, kuimarisha hatua za afya ya umma na kusaidia kulinda ufanisi wa dawa zinazookoa maisha.",General,
"Kenya steps up political, multisector, and interdisciplinary actions towards nutrition resilience","Kenya inapiga hatua za kisiasa, sekta nyingi, na taaluma mbalimbali kuelekea kustahimili lishe",Disaster/Health,
"In this context, the humanitarian situation in northern Kenya has become increasingly dynamic due to the overlapping impacts of drought and flooding.","Katika muktadha huu, hali ya kibinadamu kaskazini mwa Kenya imezidi kubadilika kutokana na athari zinazoingiliana za ukame na mafuriko.",Disaster/Health,
Digitalization of mosquito net distribution campaign strengthens equity in Benin,Uwekaji wa digitali wa kampeni ya usambazaji chandarua huimarisha usawa nchini Benin,General,
"The Strategy was developed through a phased, consultative process from 2025 to 2026.",Mkakati huu uliandaliwa kupitia mchakato wa mashauriano wa hatua kwa hatua kutoka 2025 hadi 2026.,Disaster/Health,
Lessons and Recommendations for Implementing Kenya's New Refugee Law,Masomo na Mapendekezo ya Utekelezaji wa Sheria Mpya ya Wakimbizi ya Kenya,Disaster/Health,
Kenya Summary Report: Rapid gender and needs analysis in Marsabit (September 2022),Ripoti ya Muhtasari wa Kenya: Uchambuzi wa haraka wa jinsia na mahitaji huko Marsabit (Septemba 2022),Disaster/Health,
Kenya's Journey Towards Protecting Children: A Decade of Change (2010-2019),Safari ya Kenya Kuelekea Kuwalinda Watoto: Muongo wa Mabadiliko (2010-2019),Disaster/Health,
"Kenya, Africa | Floods 2023 Operation Update (MDRKE058)","Kenya, Afrika | Sasisho la Operesheni ya Mafuriko 2023 (MDRKE058)",Disaster/Health,
"These populations historically have not received adequate priority in the response to the HIV epidemic, especially in countries with generalized HIV epidemics.","Watu hawa kihistoria hawajapewa kipaumbele cha kutosha katika kukabiliana na janga la VVU, haswa katika nchi zilizo na milipuko ya jumla ya VVU.",General,
To promote and integrate Information and Communication Technology (ICT) at all levels of education and training.,Kukuza na kuunganisha Teknolojia ya Habari na Mawasiliano (TEHAMA) katika ngazi zote za elimu na mafunzo.,General,
Solar power transforms healthcare in rural Kenya,Umeme wa jua hubadilisha huduma ya afya katika maeneo ya mashambani nchini Kenya,Disaster/Health,
National Drought Early Warning Bulletin (June 2024),Taarifa ya Tahadhari ya Mapema ya Kitaifa (Juni 2024),Disaster/Health,
"During this final phase of the campaign, vaccination teams will continue to reach families through door-to-door visits, while also operating in schools, markets, churches, and health facilities. All children under five years will be offered the oral polio vaccine, even if they have received previous doses.","Wakati wa awamu hii ya mwisho ya kampeni, timu za chanjo zitaendelea kufikia familia kupitia ziara za nyumba hadi nyumba, huku zikifanya kazi katika shule, soko, makanisa na vituo vya afya. Watoto wote walio chini ya miaka mitano watapewa chanjo ya kumeza ya polio, hata kama wamepokea dozi za awali.",General,
Gender gains overshadowed by constitutional violation: An analysis of the situation for women in politics after the 2022 Kenya elections,Mafanikio ya kijinsia yaliyogubikwa na ukiukaji wa katiba: Uchambuzi wa hali ya wanawake katika siasa baada ya uchaguzi wa 2022 Kenya,Disaster/Health,
"Back to Basics: Understanding the Problem of Persistent Global Acute Malnutrition in Isiolo and Marsabit Counties, Kenya (August 2024)","Rejea Msingi: Kuelewa Tatizo la Utapiamlo Uliokithiri Ulimwenguni katika Kaunti za Isiolo na Marsabit, Kenya (Agosti 2024)",Disaster/Health,
Laikipia County: Drought Early Warning Bulletin for June 2022,Kaunti ya Laikipia: Taarifa ya Onyo la Mapema kuhusu Ukame Juni 2022,Disaster/Health,
PaísesTodos os países »ABCDEGKLMNRSTUZNotícias dos paísesAngola concluiu processo estratégico para reforçar o impacto da vacinação20 Jul 2026|Comunicado de imprensaOMS e Ministério da Saúde reforçam os Cuidados de Saúde Primários na Região Autónoma do Príncipe07 Jul 2026|Comunicado de imprensaAutoridades de saúde confirmam caso de mpox na Guiné-Bissau04 Jul 2026|Comunicado de imprensaHuíla lança projecto inovador para reforçar a prevenção e o diagnostico precoce do cancro da mama e do colo do útero25 Jun 2026|Comunicado de imprensaA caminho de 2030: Os especialistas em saúde renovam os seus compromissos de transformar a prestação de cuidados no âmbito das doenças não transmissíveis graves em África25 Jun 2026|Comunicado de imprensaDestaqueUgandaIn the frontlines of a safe and dignified Ebola outbreak response in Uganda01 Jul 2026|Reportagem,MachapishoKama »ABCDEGKLMNRSTUZNotícias dos paísesAngola inahitimisha mchakato wa uimarishaji wa uimarishaji wa athari za vacina20 Jul 2026|Mawasilisho ya Uboreshaji wa OMS na Wizara ya Usaidizi wa Usaidizi wa Usaidizi wa Jimbo la Saude katika Jimbo la Soko la Jimbo la Cube Príncipe07 Jul 2026|Comunicado de imprensaAutoridades de saúde confirmam caso de mpox na Guiné-Bissau04 Jul 2026|Comunicado de imprensaHuíla lança projecto invador for reforcar a prevençú e o diagnostic dagnos precoce do can docro2 2026|Comunicado de imprensaA caminho de 2030: Os especialistas em saúde renovam os seus compromissos de transformar a prestação de cuidados no âmbito das doenças não transmissíveis graves em África25 Jun 20Uganda theUganda in africa25 Jun 20Uganda theUganda insawder majibu salama na yenye hadhi ya mlipuko wa Ebola nchini Uganda01 Jul 2026|Ripoti,General,
Kenya: IPC Acute Food Insecurity and Acute Malnutrition Analysis (July 2023 - January 2024) Published on 1 September 2023,Kenya: IPC Ukosefu wa Chakula Mkali na Uchambuzi Mkali wa Utapiamlo (Julai 2023 - Januari 2024) Limechapishwa tarehe 1 Septemba 2023,Disaster/Health,
Taita Taveta County: Drought Early Warning Bulletin for August 2024,Kaunti ya Taita Taveta: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2024,Disaster/Health,
"WFP Kenya Country Brief, March 2022","Muhtasari wa Nchi wa WFP Kenya, Machi 2022",Disaster/Health,
"EBOLA BUNDIBUGYO VIRUS DISEASE OUTBREAK Democratic Republic of the Congo | Uganda Weekly External Situation Report 07, Data as of 28 June 2026","MLIPUKO WA VIRUSI WA EBOLA BUNDIBUGYO Jamhuri ya Kidemokrasia ya Kongo | Ripoti ya Hali ya Nje ya Uganda ya Kila Wiki 07, Data kufikia tarehe 28 Juni 2026",General,
"Kenya: Livelihoods cost effectiveness brief - Building Income and Leveraging Livelihoods for Youth (BILLY), 2021","Kenya: Maisha mafupi ya ufanisi wa gharama - Kujenga Mapato na Kuinua Maisha ya Vijana (BILLY), 2021",Disaster/Health,
We are auxiliary to the National and County Governments and work to alleviate human suffering and preserve life and human dignity.,Sisi ni wasaidizi wa Serikali ya Kitaifa na Kaunti na tunafanya kazi ili kupunguza mateso ya wanadamu na kuhifadhi maisha na utu wa binadamu.,General,
Wajir County: Drought Early Warning Bulletin for April 2022,Kaunti ya Wajir: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Aprili 2022,Disaster/Health,
IGAD Strengthens Conflict Sensitive Land Use and Management in the Somali/Mandera Cluster,IGAD Yaimarisha Matumizi na Usimamizi Nyeti wa Ardhi katika Migogoro katika Nguzo ya Somalia/Mandera,Disaster/Health,
"This is attributed to various challenges, among them ; increase in tax incentives, low tax compliance, continued effects of COVID -19 pandemic, growth of the informal sector and increased use of technology in contemporary business models, both of which are difficult to tax.","Hii inachangiwa na changamoto mbalimbali, miongoni mwao; ongezeko la vivutio vya kodi, uzingatiaji mdogo wa kodi, kuendelea kwa athari za janga la COVID-19, ukuaji wa sekta isiyo rasmi na kuongezeka kwa matumizi ya teknolojia katika miundo ya kisasa ya biashara, ambayo ni vigumu kutozwa kodi.",Disaster/Health,
Less than 2% of world's COVID-19 vaccines administered in Africa08 April 2021,Chini ya 2% ya chanjo za ulimwengu za COVID-19 zinazosimamiwa barani Afrika08 Aprili 2021,General,
Marsabit County: Drought Early Warning Bulletin for June 2024,Kaunti ya Marsabit: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Juni 2024,Disaster/Health,
Kenya Food Security Outlook Update December 2025 - Historic low October-December rainfall drives widespread Crisis (IPC Phase 3),Mtazamo wa Usalama wa Chakula Kenya Usasishaji Desemba 2025 - Mvua ya kihistoria ya Oktoba-Desemba yasababisha Mgogoro mkubwa (IPC Awamu ya 3),Disaster/Health,
Embu (Mbeere) County: Drought Early Warning Bulletin for February 2024,Kaunti ya Embu (Mbeere): Taarifa ya Onyo la Mapema kuhusu Ukame kwa Februari 2024,Disaster/Health,
Since 2018 the Ministry of Education has processed scholarships from fifteen (15) countries. The attached list shows the applicants and beneficiaries over the years. The number of applicants and beneficiaries' visas summarized in the table below:,Tangu 2018 Wizara ya Elimu imechakata ufadhili wa masomo kutoka nchi kumi na tano (15). Orodha iliyoambatanishwa inaonyesha waombaji na wanufaika zaidi ya miaka. Idadi ya waombaji na visa vya walengwa imefupishwa katika jedwali hapa chini:,General,
"Kenya celebrates immunization as more children are reached with RTS,S | WHO | Regional Office for Africa Kenya celebrates immunization as more children are reached with RTS,S Kenya this week joins the world to commemorate the African Vaccination week (World Immunization Week) as well as the World Malaria Day on April 25, 2023.","Kenya inasherehekea chanjo huku watoto zaidi wakifikiwa na RTS,S | WHO | Ofisi ya Kanda ya Afrika Kenya inaadhimisha chanjo huku watoto zaidi wakifikiwa na RTS,S Kenya wiki hii inaungana na ulimwengu kuadhimisha wiki ya Chanjo ya Afrika (Wiki ya Chanjo Duniani) pamoja na Siku ya Malaria Duniani mnamo Aprili 25, 2023.",Health,
Marsabit County: Drought Early Warning Bulletin for October 2023,Kaunti ya Marsabit: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Oktoba 2023,Disaster/Health,
Embu (Mbeere) County: Drought Early Warning Bulletin for March 2022,Kaunti ya Embu (Mbeere): Taarifa ya Onyo la Mapema kuhusu Ukame Machi 2022,Disaster/Health,
"Compared to other populations, adolescents face additional barriers in accessing testing and treatment, including health services that are not adapted to their needs and policies that require parental consent for services. HIV-positive adolescents also are less likely than adults to adhere to their treatment regularly, resulting in lower rates of viral suppression and lower declines in mortality.","Ikilinganishwa na makundi mengine, vijana wanaobalehe wanakabiliwa na vikwazo vya ziada katika kufikia upimaji na matibabu, ikiwa ni pamoja na huduma za afya ambazo hazijaainishwa kulingana na mahitaji yao na sera zinazohitaji idhini ya wazazi kwa huduma. Vijana walio na VVU pia wana uwezekano mdogo kuliko watu wazima kuambatana na matibabu yao mara kwa mara, na hivyo kusababisha viwango vya chini vya ukandamizaji wa virusi na kupungua kwa vifo.",General,
Laikipia County: Drought Early Warning Bulletin for November 2023,Kaunti ya Laikipia: Taarifa ya Onyo la Mapema kuhusu Ukame ya Novemba 2023,Disaster/Health,
Kenya Food Security Outlook February - September 2024,Mtazamo wa Usalama wa Chakula nchini Kenya Februari - Septemba 2024,Disaster/Health,
Education continues to be a cornerstone of the regional integration agenda of IGAD,Elimu inaendelea kuwa msingi wa ajenda ya ushirikiano wa kikanda ya IGAD,Disaster/Health,
