Kiswahili,Domain
"Sote tukumbuke kuwa safu yetu ya kwanza ya utetezi kupiga virusi bado inabaki kuwa hatua za kuzuia. Hizi ni kunawa mikono kwa sabuni na maji yanayotiririka, kudumisha umbali wa kijamii na kimwili, kuvaa barakoa unapokuwa katika maeneo ya umma. #KomeshaCorona sasisho.",Public Health
Ripoti ya Hali ya Kibinadamu ya UNICEF Kenya Nambari 4 (Ukame): 31 Agosti 2022,Disaster/Health
"Masharti ya Marejeleo ya Utafiti: Tathmini za Msingi, Mstari wa kati, na mwisho wa Muungano wa Kenya Cash Consortium kwa wakimbizi ambao hawajasajiliwa katika kambi za wakimbizi za Dadaab, KEN2203 (Mei 2022, V1)",Disaster/Health
Kuna nguvu katika hadithi za jamii tunazosimulia,Disaster/Health
Kaunti ya Kilifi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Mei 2022,Disaster/Health
WHO yataka hatua kali za kiusalama za COVID-19 kama nchi za Afrika zianze tena safari za ndege2 Julai 2020,General
"Serikali ya Kenya ilibuni Mwongozo wa Kitaifa wa Hatua ya Kutarajia kwa usaidizi kutoka kwa washirika likiwemo Shirika la Chakula na Kilimo la Umoja wa Mataifa (FAO),3 ambao ulichangia katika uundaji wa vichochezi na vizingiti vinavyoelekeza hatua za mapema.",Governance
Kaunti ya Isiolo: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Agosti 2024,Disaster/Health
"Mfano wa 2(a) hutumia mchakato wa kutoa zabuni kwa watoa huduma kama vile mashirika ya kiraia (k.m. katika Jamhuri ya Moldova), au ruzuku kwa serikali za mikoa na manispaa.",Governance
Hakuna tiba nzuri ya VVU kwa sasa lakini VVU inaweza kukandamizwa kwa mchanganyiko wa dawa zinazoitwa tiba ya kurefusha maisha (ARV) yenye dawa tatu au zaidi za ARV. Tiba ya kurefusha maisha haiponyi maambukizo ya VVU lakini hukandamiza uzazi wa virusi ndani ya mwili wa mtu na kuruhusu mfumo wa kinga ya mtu kuimarisha na kurejesha uwezo wa kupambana na maambukizi.,General
Kaunti ya Lamu: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2022,Disaster/Health
"Taarifa ya Bei ya Kenya, Septemba 2024",Disaster/Health
"Kati ya 2020 na 2024, Kaunti ya Tana River ilikumbwa na mizunguko ya ukame na mafuriko, na hivyo kuzidisha mwelekeo wa watu kuhama makazi yao.",Disaster/Health
"Muhtasari wa Nchi wa WFP Kenya, Aprili 2024",Disaster/Health
Kuendeleza Usalama wa Maji katika Mkoa wa IGAD,Disaster/Health
"Muhtasari wa Utafiti: Matokeo Kutoka kwa Re:BUiLD's Wave 1 Randomized Control Trials (RCTs) Juu ya Ushauri na Ruzuku ya Fedha kwa Wajasiriamali Wadogo huko Nairobi, Kenya na Kampala, Uganda.",Disaster/Health
Sasisho la #covid19kenya Kituo cha simu kimeanzishwa ili kuboresha mawasiliano kwenye COVID-19. Wanachama wanaweza kuwasiliana na watu kwa kupiga 719 kwa ujumbe wa sauti au *719# kwa ujumbe mfupi. Hili litatumika katika mitandao yote @SpokespersonGoK @KNH_hospital @WHOKenya @CDCKenya,Public Health
"Wakaazi wa shule ya msingi ya St Teresa Mlango Kubwa, walijitokeza kwa wingi kwa ajili ya upimaji wa bure wa COVID-19 uliolengwa ili kuzuia maambukizi ya virusi katika eneo hilo. #KomeshaCorona",Public Health
"Kenya | Muhtasari wa Soko wa Mpango wa Pamoja wa Ufuatiliaji wa Soko (JMMI), Q1 (Januari - Machi, 2025)",Disaster/Health
"Mvua na hasara: Kenya inakabiliana na mafuriko makubwa, na kusababisha maelfu ya watu kuyahama makazi yao",Disaster/Health
Kaunti ya Tharaka Nithi: Taarifa ya Onyo la Mapema kuhusu Ukame Desemba 2022,Disaster/Health
MPANGO WA KUNDI HALISI NA WALIO PEKEO KWA JUMUIYA YA WASHENGA KATIKA KAUNTI YA POKOT MAGHARIBI.,General
Kenya - Kaskazini mwa Kenya: Ukali wa Ukame na Mfichuo wa Idadi ya Watu katika Kaunti ya Marsabit (28 Januari 2026),Disaster/Health
Kaunti ya Garissa: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2022,Disaster/Health
Kuenea kwa magonjwa yasiyoambukiza na sababu zao za hatari na vifo vya hospitalini kwa wagonjwa wa COVID-19 katika Kanda ya Afrika ya WHO: mapitio ya kimfumo na uchambuzi wa meta.,General
Kenya: Milipuko ya magonjwa yanayoenezwa na wadudu - DREF n° MDRKE050 - Ripoti ya Mwisho,Disaster/Health
Afrika inahitaji haraka dozi milioni 20 za pili za chanjo ya COVID-1927 Mei 2021,General
Nchi tisa kati ya 10 za Afrika zimekosa lengo la dharura la chanjo ya COVID-1910 Juni 2021,General
Kudumisha huduma za afya katika Jimbo la Gaza nchini Msumbiji baada ya mafuriko makubwa,General
Harakati za Idadi ya Watu Kenya - Ripoti ya Mwisho ya DREF (MDRKE067),Disaster/Health
VIDEO:Mpango wa Kuboresha Shule (Kenya) Nyaraka kuhusu Mazingira ya Shule na Maslahi ya Wanafunzi,General
Maslahi ya wadau huvuruga uratibu wa fedha za hali ya hewa,Disaster/Health
Kaunti ya Wajir: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Juni 2023,Disaster/Health
Azimio la Kisiasa la 2021 kuhusu VVU na UKIMWI lilibainisha kuwa mashirika yanayoongozwa na jamii yanapaswa kuwa yanatoa 80% ya huduma za kuzuia VVU kwa watu walio katika hatari kubwa ya kuambukizwa VVU ifikapo 2025.,Health
"Dalili za VVU hutofautiana kulingana na hatua ya maambukizi. Ingawa watu wanaoishi na VVU huwa wanaambukiza zaidi katika miezi michache ya kwanza, wengi hawajui hali yao hadi hatua za baadaye. Katika wiki chache za kwanza baada ya maambukizo ya awali, watu wanaweza kukosa dalili au ugonjwa kama homa kama vile homa, maumivu ya kichwa, upele, au koo.",General
"Taarifa ya Hali ya Kenya Januari 2024: Al-Shabaab, Wanamgambo wa Wafugaji, na M23",Disaster/Health
Kenya: Mvua Kubwa na Taarifa ya Mafuriko - Sasisho la Flash #7 (19 Juni 2024),Disaster/Health
"@DrMercyHealth . Kenya imetokomeza ugonjwa wa Pepopunda kwa akina mama na watoto wachanga, kutokomeza Virusi vya Polio Pori kupitia utekelezaji wa Mpango wa Kitaifa wa Chanjo katika uwekezaji shirikishi na washirika wa maendeleo #CoronaVirusUpdates",Public Health
Kenya Wakimbizi waliosajiliwa na wanaotafuta hifadhi | Agosti 2025,Disaster/Health
@DrMercyHealth . Wizara kupitia Taasisi ya Utafiti wa Kimatibabu ya Kenya (KEMRI) na Taasisi ya Kenya Aids Vaccine Initiative Initiative (KAVI-ICR) imekuwa ikiongoza katika tafiti shirikishi za Covid-19 nchini na kimataifa. Taarifa za #CoronaVirus,Public Health
"Shinikizo la afya ya akili huongeza uwezekano wa kuathirika, huku dalili zinazoongezeka za dhiki na wasiwasi zikidhoofisha uwezo wa kaya wa kukabiliana na mishtuko na kuwekeza katika maisha ya baadaye.",Health
"Hatimaye, nguvu ya mfumo wa afya hupimwa si tu kwa ubora wa huduma zinazotolewa, lakini pia na ubora wa uhusiano unaojenga na watu.",General
Kuzuia na kudhibiti magonjwa ya zinaa (STIs) katika enzi ya oral pre-exposure prophylaxis (PrEP) kwa VVU.,General
Umoja wa Mataifa unaonyesha mshikamano wake na Kenya kufuatia mafuriko makubwa,Disaster/Health
Kaunti ya Kajiado: Taarifa ya Onyo la Mapema kuhusu Ukame ya Juni 2024,Disaster/Health
Kaunti ya Isiolo: Taarifa ya Onyo la Mapema kuhusu Ukame la Aprili 2023,Disaster/Health
Ukame na migogoro husababisha idadi kubwa zaidi ya Wasomali katika kambi za wakimbizi za Kenya katika muongo mmoja,Disaster/Health
"Katibu wa Baraza la Mawaziri wa Elimu Julius Migos Ogamba wakati wa kutangaza ripoti ya wakufunzi 2,000 TVET .",General
Kuwawezesha wakulima wa Kenya: Kujenga uwezo wa kifedha,Disaster/Health
"Kikao cha sitini na sita cha Kamati ya Mkoa kiliidhinisha waraka ""VVU/UKIMWI: Mfumo wa utekelezaji katika Kanda ya Afrika ya WHO 2016-2020"". Mfumo huo umeundwa ili kuongoza Nchi Wanachama katika kutekeleza mkakati wa sekta ya afya duniani kuhusu VVU, 2016–2021. Inaelezea hatua za kuharakisha uzuiaji na matibabu ya VVU katika Kanda ya Afrika kuelekea kumaliza janga la UKIMWI. Hatua zilizopendekezwa ni pamoja na kuweka kipaumbele katika kuzuia VVU, kupanua huduma za upimaji wa VVU kwa kutumia mbinu mbalimbali na kuongeza tiba ya kurefusha maisha kwa kutumia miundo bunifu ya utoaji huduma.",General
Kaunti ya Laikipia: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Machi 2024,Disaster/Health
Kaunti ya Taita Taveta: Taarifa ya Onyo la Mapema kuhusu Ukame la Desemba 2022,Disaster/Health
Kuanzia Ukame Hadi Mafuriko: Madhara ya Kenya Kuanza Msimu wa 'Mvua Mrefu' 2023,Disaster/Health
Kaunti ya Kilifi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Juni 2024,Disaster/Health
"Mashirika Yanayoongozwa na Wakimbizi Katika Afrika Mashariki: Maoni ya Jumuiya Nchini Kenya, Uganda, Ethiopia na Tanzania",Disaster/Health
Kenya: Ukame - Msongamano wa Watu (3 Jul 2023),Disaster/Health
Kuweka mawanda ya fedha na hali ya hewa katika Afrika Mashariki na Kenya: kwa kuzingatia Pesa na Hatua ya Kutarajia,Disaster/Health
Karatasi ya Ukweli ya Ustahimilivu wa USAID Kenya,Disaster/Health
Chukua hatua hizi za Tahadhari kuzuia kuenea kwa ugonjwa wa #Covid_19 #covid19kenya @PDUDelivery @SpokespersonGoK @WHOKenya @Amref_Kenya @UNICEFKenya @KEMRI_Kenya @KNH_hospital @KenyaRedCross @MTRHofficial,Public Health
Matukio ya Kenya na Rwanda yanaonyesha jinsi data bora inaweza kusaidia nchi kusalia mbele ya matishio makubwa zaidi ya afya ya umma katika wakati wetu.,Health
"Kenya - Kimbunga cha Tropiki IALY (vyombo vya habari, Idara ya Hali ya Hewa ya Kenya, MFLR, GDACS) (ECHO Daily Flash ya 23 Mei 2024)",Disaster/Health
"Natoa wito kwa vijana kuendeleza ishara nzuri kama nyinyi ni viongozi wetu wa baadaye na lazima muongoze kutoka mbele kuelekea kuleta athari ya kweli ambayo siku moja inaweza kuokoa maisha ya rafiki, mpendwa na pengine, maisha yako mwenyewe..."" Dk Mwangangi, CAS Health",Public Health
Kaunti ya Kajiado: Taarifa ya Onyo la Mapema kuhusu Ukame la Septemba 2024,Disaster/Health
"Mitindo ya Unyanyasaji wa Kijinsia kabla na baada ya Kuzinduliwa kwa Hatua za Kukabiliana na COVID-19, Kenya",Disaster/Health
Njaa na Kujiua: Wakimbizi katika Kambi za Kenya,Disaster/Health
Kaunti ya Laikipia: Taarifa ya Onyo la Mapema kuhusu Ukame la Oktoba 2022,Disaster/Health
"Kama shirika ambalo linatanguliza kuwahudumia wengine, Shirika la Msalaba Mwekundu la Kenya linatafuta kila mara watu wanaoshiriki maadili na imani sawa. Mojawapo ya sifa muhimu za mfanyakazi wa kujitolea katika Shirika la Msalaba Mwekundu la Kenya ni kutokuwa na ubinafsi na kutokuwa na hamu ya kupata chochote kutokana na matendo yao.",General
Kaunti ya Baringo: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Februari 2024,Disaster/Health
Kaunti ya Kilifi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Mei 2023,Disaster/Health
VIDEO: Hati ya Mpango wa Kuboresha Shule (Kenya) kuhusu Usimamizi na Uwajibikaji wa Shule,General
"Kenya - Mafuriko, sasisho (Kenya Met, media) (ECHO Daily Flash ya 15 Novemba 2023)",Disaster/Health
Kaunti ya Kilifi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Mei 2024,Disaster/Health
Pokot Magharibi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Desemba 2023,Disaster/Health
Kaunti ya Turkana: Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2024,Disaster/Health
"Kenya | Mpango wa Pamoja wa Ufuatiliaji wa Soko (JMMI) Dadaab na Kambi ya Wakimbizi ya Kakuma, Q3 2025 (Julai - Septemba 2025)",Disaster/Health
Kaunti ya Kwale: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Machi 2024,Disaster/Health
"Masharti ya Marejeleo ya Utafiti: Muigizaji na uchoraji ramani wa huduma katika kambi za wakimbizi za Kakuma, KEN 2007a, Kenya (Julai 2022, V1)",Disaster/Health
"Huku Mafuriko Yanayosababisha Mauaji Yanawaondoa Wakenya, Visa vya Kipindupindu Vyaongezeka",Disaster/Health
Kaunti ya Kilifi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Machi 2023,Disaster/Health
Inawaweka wakimbizi na jumuiya zinazowahifadhi kama mawakala wa urejeshaji wa mazingira badala ya mizigo kwenye rasilimali za ndani.,Disaster/Health
Utayari wa MVD ya Kenya - Ripoti ya Mwisho ya DREF (MDRKE069),Disaster/Health
Kuchunguza mbinu mpya za kuwahifadhi wakimbizi mijini nchini Kenya,Disaster/Health
Mlipuko wa Mafuriko na Kipindupindu Kenya 2025 - Operesheni ya DREF (Rufaa: MDRKE066),Disaster/Health
"Hata hivyo, wanawake, hasa kutoka kaunti zilizotengwa kihistoria kama vile Turkana na Pokot Magharibi, wana uhalisia wa pamoja wa mila zilizorudi nyuma, uhaba mkubwa wa rasilimali, unyanyasaji wa kijinsia, miongoni mwa masuala mengine ambayo yamewanyima fursa za kijamii, kiuchumi, kielimu na uongozi.",Security
"WHO inahusika na athari za COVID-19 kwa wanawake, wasichana barani Afrika18 Juni 2020",General
Ripoti ya Mitindo ya Habari ya AIRA 27 Mei - 3 Juni 2024 (Muhtasari wa Kila Wiki #122),Disaster/Health
Kaunti ya Makueni: Taarifa ya Onyo la Mapema kuhusu Ukame la Mei 2022,Disaster/Health
GIEWS Muhtasari wa Nchi: Kenya 04-May-2026,Disaster/Health
"CAS, Dk. Rashid.Ripoti ya @WHO inaonyesha kwamba, idadi ya visa vya watu kujitoa mhanga vilivyoripotiwa Nchini iliongezeka kwa 58% kati ya 2008 na 2017. Visa 317 vya kujitoa mhanga viliripotiwa kila mwaka. Kuongezeka kwa visa vya kujiua vilivyoripotiwa nchini Kenya vinahitaji hatua za haraka ili kuzuia kujiua.",Public Health
Kaunti ya Mandera: Taarifa ya Onyo la Mapema kuhusu Ukame ya Juni 2024,Disaster/Health
Muhtasari wa Nchi wa WFP Kenya Agosti 2025,Disaster/Health
"Mama yangu anafanya kazi nzuri"": Nchini Kenya, wafanyakazi wa kujitolea wa afya ya jamii huwaonyesha akina mama jinsi ya kutambua utapiamlo wa watoto nyumbani.",Disaster/Health
"Utawala wa Elimu ya Awali na Elimu ya Awali, Viwango na Kanuni",General
"Muhtasari wa Nchi wa WFP wa Kenya, Julai 2023",Disaster/Health
Afrika Mashariki: Mvua kubwa na mafuriko Sasisho la Flash #2 (10 Mei 2024),Disaster/Health
Kaunti ya Meru (Meru-Kaskazini): Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2022,Disaster/Health
"Kenya - Mafuriko, sasisho (IFRC, vyombo vya habari, Idara ya Hali ya Hewa ya Kenya) (ECHO Daily Flash ya 27 Novemba 2023)",Disaster/Health
"Hebu tuendelee kutii kanuni mbalimbali na kuzingatia hatua za kuzuia zinazotetewa na @MOH_Kenya - Kunawa mikono, kudumisha umbali wa kijamii na kimwili, viwango vya juu vya usafi & uvaaji ipasavyo wa barakoa, miongoni mwa mengine. #KomeshaCorona sasisho.",Public Health
Kaunti ya Tana River: Taarifa ya Onyo la Mapema kuhusu Ukame la Januari 2023,Disaster/Health
"Muhtasari wa Nchi wa WFP Kenya, Novemba 2022",Disaster/Health
Kaunti ya Taita Taveta: Taarifa ya Onyo la Mapema kuhusu Ukame Julai 2024,Disaster/Health
Kaunti ya Tharaka Nithi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Machi 2023,Disaster/Health
"Sera inaundwa dhidi ya historia ya nafasi finyu ya kifedha inayosababishwa na shinikizo zinazojitokeza za matumizi zinazotokana na matumizi yanayohusiana na ukame na majanga ya nje, na vikwazo vya kifedha kutokana na hali ngumu ya ukwasi.",Disaster/Health
Kaunti ya Turkana: Taarifa ya Onyo la Mapema kuhusu Ukame Aprili 2022,Disaster/Health
"Maendeleo yaliyoonyeshwa na Kenya na Rwanda yanaonyesha kuwa nchi zinaweza kuimarisha mifumo yao ya data kwa mafanikio na kutoa ushahidi unaofahamisha sera, kuboresha utunzaji wa wagonjwa na kuunga mkono uwakili wa dawa za kuua viini,"" alisema Dk Ali Ahmed Yahaya, Kiongozi wa Timu ya Kupambana na Viuavidudu katika Ofisi ya Kanda ya WHO ya Afrika.",Governance
Kaunti ya Laikipia: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Septemba 2024,Disaster/Health
Kaunti ya Garissa: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Julai 2024,Disaster/Health
Kaunti ya Makueni: Taarifa ya Onyo la Mapema kuhusu Ukame Juni 2024,Disaster/Health
Kaunti ya Wajir: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Mei 2022,Disaster/Health
Baraza la Maendeleo ya Ngozi la Kenya 19.08.2024 11:15 a.m. -11:45a.m.,Disaster/Health
"Vichochezi vya kaunti tisa zenye ukame viliamilishwa kwa kuzingatia faharasa sanifu ya kunyesha na hali ya uoto, kuwezesha kaunti na mashirika kuanza vitendo vya kutarajia.",Disaster/Health
Kenya inafanikisha uondoaji wa trypanosomiasis ya kibinadamu ya Kiafrika au ugonjwa wa kulala kama shida ya afya ya umma,Disaster/Health
Jinsi Wanawake wa Kenya Wanavyopambana na Njaa,Disaster/Health
"Ingawa athari zinazohusiana na joto zinaweza kuathiri sekta binafsi hapo awali, hatari huzidishwa na kutegemeana kwa mifumo muhimu na uwezekano wa kuzidisha na athari mbaya.",Disaster/Health
Taarifa ya Tahadhari ya Mapema ya Kitaifa (Septemba 2023),Disaster/Health
"PAUSTI inaendelea kuvutia wanafunzi wenye vipaji vya hali ya juu na waliohamasishwa kutoka kote barani Afrika. Inawahimiza wanafunzi kutumia hekima, maarifa na rasilimali za mahali hapo; na kuzalisha maarifa ya hali ya juu ambayo yanaweza kutumiwa kutoa masuluhisho ya kiubunifu na endelevu kwa changamoto za kijamii na kiuchumi za Afrika.",General
Kenya | Mafuriko ya Mto - Ripoti ya Mwaka ya Itifaki ya Hatua ya Mapema (8-09-2023) Operesheni №: MDRKE053,Disaster/Health
JAMHURI YA KENYA HAZINA YA KITAIFA NA MIPANGO YA UCHUMI SERA YA TAIFA YA USHURI Karatasi ya Kipindi Na.,Governance
"Unaweza kupona COVID-19,"" Rais Uhuru Kenyatta awahakikishia Wakenya kwenye simu ya video na waliopona Brenda na Brain katika Afya House leo. #KomeshaCorona",Public Health
"YALIYOMO 0 Mwaka wa Fedha wa 2024/25 MANdhari ya Bajeti: Kudumisha Ajenda ya Mabadiliko ya Kiuchumi ya Chini-juu, Uimarishaji wa Fedha na kuwekeza katika Kukabiliana na Mabadiliko ya Tabianchi na Marekebisho kwa ajili ya Maisha Bora.",Disaster/Health
"Rwanda ilikabiliwa na changamoto zinazohusiana na ukusanyaji wa data kwa mikono katika baadhi ya vituo, rasilimali watu wachache kwa usimamizi wa data na ukosefu wa mwingiliano kati ya mifumo ya taarifa za hospitali.",Health
"Hatari ya kuhama kwa maafa nchini Kenya: Muhtasari wa hatari ya kuhama kwa siku zijazo kutokana na mafuriko ya mito, mawimbi ya dhoruba, upepo wa kimbunga na ukame katika viwango vya kitaifa na vya kitaifa.",Disaster/Health
"Wakimbizi na jumuiya zinazowapokea mara nyingi hupata fursa ndogo za kujikimu, wakati ushindani juu ya maji, nishati, misitu na ardhi huzidisha dhiki ya mazingira na kudhoofisha mshikamano wa kijamii.",Disaster/Health
Afrika Mashariki | Hali ya hewa kali na mafuriko - Ramani ya Kila Siku ya DG ECHO | 07/05/2024,Disaster/Health
Kenya: Athari za majanga ya hali ya hewa kwa jamii - Aprili 2024,Disaster/Health
"Taarifa Muhimu ya Kenya: Kupungua kwa hali ya mifugo na bei ya juu ya mahindi kunaendelea kupunguza uwezo wa kununua kaya, Septemba 2022",Disaster/Health
Kuendesha gari ili kuchanja jamii za kuhamahama za Tanzania dhidi ya COVID-19,General
Muhtasari wa Nchi wa WFP Kenya Februari 2026,Disaster/Health
Mtandao wa Kitendo cha Chanjo: Ripoti ya Retrospective - Mafunzo ya Rika kwa Hatua juu ya Uchukuaji Chanjo ya COVID-19 (Mei 2023),Disaster/Health
Kaunti ya Meru (Meru-Kaskazini): Taarifa ya Onyo la Mapema kuhusu Ukame ya Mei 2024,Disaster/Health
Kenya: Kupata riziki kupitia mpango wa kuhamisha pesa,Disaster/Health
Kenya - Dashibodi ya Ufuatiliaji wa Flow Raundi ya 3 (Januari-Machi 2025),Disaster/Health
Kaunti ya Meru (Meru-Kaskazini): Taarifa ya Onyo la Mapema kuhusu Ukame Juni 2024,Disaster/Health
Kaunti ya Tharaka Nithi: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Oktoba 2022,Disaster/Health
"Mkoa wa EHAGL: Ripoti ya Uchambuzi wa Maoni ya Jamii, Aprili - Juni 2024",Disaster/Health
Kukuza suluhu zilizounganishwa kwa kujenga uwezo katika makazi ya Wakimbizi,Disaster/Health
"Mvua zisizo sawa, athari zisizo sawa: Ukame na njaa Kaskazini mwa Kenya",Disaster/Health
Usafirishaji haramu wa watoto na uhamiaji usio salama kati ya Kenya na Ethiopia: Kubadilisha kanuni za kijamii na kuimarisha ulinzi wa watoto huko Marsabit,Disaster/Health
IFAD yazindua utaratibu wa kibunifu wa ufadhili kusaidia wazalishaji wadogo wa chakula ili kukabiliana na mabadiliko ya hali ya hewa katika Afrika Mashariki.,Disaster/Health
Kenya: IPC Ukosefu wa Chakula Mkali na Uchanganuzi Mkali wa Utapiamlo (Julai 2025 - Januari 2026) Limechapishwa tarehe 8 Septemba 2025,Disaster/Health
"Mishtuko hii iliongeza gharama ya bidhaa muhimu za nyumbani ikiwa ni pamoja na bei ya mafuta, na kusababisha kushuka kwa kasi kwa kiwango cha ubadilishaji wa Shilingi ya Kenya, na hivyo kuongeza shinikizo kwenye deni la umma.",Disaster/Health
Kenya: Maombi ya DREF ya Mlipuko wa Kipindupindu (MDRKE054),Disaster/Health
"Hakuna mwanafunzi anayeruhusiwa kutembea zaidi ya kilomita 5 kwenda shuleni, mabasi ya bure yanapelekwa vijijini!",Education
Kenya: Jamii za wafugaji hupanda mboga zinazostahimili ukame,Disaster/Health
Kaunti ya Makueni: Taarifa ya Onyo la Mapema kuhusu Ukame kwa Oktoba 2022,Disaster/Health
Kaunti ya Kwale: Taarifa ya Onyo la Mapema kuhusu Ukame ya Novemba 2022,Disaster/Health
"Dkt. Esther Muoria ni meneja mwenye uzoefu na uzoefu wa zaidi ya miaka 30 katika majukumu mbalimbali ya usimamizi. Kabla ya kujiunga na Wizara ya Elimu, aliwahi kuwa Msajili, Masuala ya Kiakademia katika Chuo Kikuu cha Kilimo na Teknolojia cha Jomo Kenyatta ambako alisimamia masuala ya kitaaluma na wanafunzi. Pia amewahi kuwa Afisa Mwandamizi wa Marejeleo katika wilaya mbalimbali ambapo alikuwa na jukumu la kuwasiliana na idara nyingine za Serikali, halmashauri za mitaa na mashirika yasiyo ya kiserikali katika kuratibu huduma za urekebishaji.",General
"Mwongozo wa kimataifa kuhusu vigezo na taratibu za uthibitishaji: kutokomeza maambukizi ya VVU kutoka kwa mama kwenda kwa mtoto, kaswende na hepatitis B.",General
