English,Kiswahili,Ekegusii,Domain,PSA_Probability,Is_PSA
National Research Fund promotes cross-university research collaboration with shared funding and facilities.,,CChibesa chiomoroberio omonene bwa'masomo nkobwaterana bare na okorigia obomanyi oboyia ase ogosegeta obokongoria bwa amo korwa ekagancha ekemo nebikorerio bia amo.,Education,0.6358,1
... digital agriculture to facilitate sustainability and cost-efficiency. Is climate-smart agriculture enough? Despite the multiple benefits ...,"... kilimo cha kidijitali ili kurahisisha uendelevu na ufanisi wa gharama. Je, kilimo kinachozingatia mabadiliko ya tabianchi kinatosha? Licha ya faida nyingi ...","Oboremi goetera chisemi tekinorochia yegedichitari  erio kwororobia okogendera na gokinia rigesa ase rigori rike, nkore nobuya ao ao…",Agriculture,0.9111,1
The Climate-Smart Agriculture Sourcebook comprises a wide range of knowledge and expertise on the concept of CSA to better guide policy makers.,Kitabu cha Chanzo cha Kilimo Kinachozingatia Hali ya Hewa kinajumuisha maarifa na utaalamu mbalimbali kuhusu dhana ya CSA ili kuwaongoza vyema watunga sera.,Egetabu gekworokereria igoro yoboremi boria bokoremereria ogosareka kwerire nkebwate chinsemo chingare chiesisemi na ochusi ase ebirengererio bia CSA erio korwa oborai bwabeene ase abarosia amachiko.,Agriculture,0.8493,1
Reforms to enhance tax administration and compliance so as to ensure each taxpayer pay the rightful share of tax through reducing tax evasion and avoidance.,Marekebisho ya kuimarisha usimamizi na kufuata kodi ili kuhakikisha kila mlipakodi analipa sehemu halali ya kodi kwa kupunguza ukwepaji na kuepuka kodi.,N/A - Pending Fine-Tuned Model Inference,Governance,0.578,0
Monitor teacher absenteeism 2023.,Fuatilia utoro wa walimu 2023.,Bwatia komanya buna abarimu batari goika esukuru gosomia 2023.,Education,0.8812,1
Kenya | DG ECHO response 2022 - DG ECHO Daily Map | 02/12/2022,Kenya | Jibu la DG ECHO 2022 - Ramani ya Kila Siku ya DG ECHO | 02/12/2022,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8971,1
"Their group’s progress is stirring interest from other community members, inspiring them to learn from the Kariamakeris Women’s group.","Maendeleo ya kikundi chao yanachochea shauku kutoka kwa wanajamii wengine, na kuwatia moyo kujifunza kutoka kwa kikundi cha Wanawake cha Kariamakeris.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.7965,1
"Kenya Food Security Outlook: Below-average short rains to worsen food security in coming months, October 2024 - May 2025","Mtazamo wa Usalama wa Chakula nchini Kenya: Mvua fupi za chini ya wastani zitazidisha usalama wa chakula katika miezi ijayo, Oktoba 2024 - Mei 2025",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8927,1
Mandera County: Drought Early Warning Bulletin for May 2022,Kaunti ya Mandera: Taarifa ya Onyo la Mapema kuhusu Ukame la Mei 2022,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.871,1
"The Virtual Asset Service Providers Bill, 2025 1 THE VIRTUAL ASSET SERVICE PROVIDERS BILL, 2025 ARRANGEMENT OF CLAUSES Clause PART I─PRELIMINARY 1— Short title. 2— Interpretation. 3— Meaning of “virtual asset service provider”. 4— Objects of the Act. 5— Scope of application.","The Virtual Asset Service Providers Bill, 2025 1 MSWADA WA MSWADA WA WATOA HUDUMA AINA YA MALI, WA 2025 UPANGILIO WA VIFUNGO SEHEMU YA I─AWALI 1— Jina fupi. 2 - Tafsiri. 3- Maana ya ""mtoa huduma wa mali halisi"". 4- Malengo ya Sheria. 5- Wigo wa maombi.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.6821,1
"Climate change has drastically affected farming and food security, and if there are not urgent mitigation measures , it's a threat to millions on food and poverty.",,"Ogoonchoria kwerire kwaburukanirie omoroberion ase bwoboremi, gwakeirie rigesa riendagera, and kogesa enchara ng'a onye ebitambokero bia bwango tibiri kobogorigwa, chimirioni chai abanto abnge marigereretie koba nenchara amo nobotaka obonene.",Agriculture,0.8232,1
Tana River County: Drought Early Warning Bulletin for April 2022,Kaunti ya Tana River: Taarifa ya Onyo la Mapema kuhusu Ukame la Aprili 2022,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8292,1
Kenya Anticipatory Actions - EVD Outbreak (MDRKE052) - Operational Update (8 July 2023),Vitendo vya Kutarajia vya Kenya - Mlipuko wa EVD (MDRKE052) - Taarifa ya Uendeshaji (8 Julai 2023),N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8673,1
Use fog lights correctly to enhance visibility.,Tumia taa za ukungu kwa usahihi ili kuongeza mwonekano.,Okia ebitochi biria ebike bierori yao kore para kworokia ng'a erori ngocha ere.,Security,0.9153,1
Veterinary Medicicines Directorate Council 19.08.2024 11:45 a.m. - 12:15 p.m.,Baraza la Kurugenzi la Dawa za Mifugo 19.08.2024 11:45 a.m. - 12:15 p.m.,N/A - Pending Fine-Tuned Model Inference,Agriculture,0.6382,1
"Disaster displacement risk in Kenya: An overview of the risk of future displacement by riverine floods, storm surges, cyclonic winds and droughts at the national and sub-national levels","Hatari ya kuhama kwa maafa nchini Kenya: Muhtasari wa hatari ya kuhama kwa siku zijazo kutokana na mafuriko ya mito, mawimbi ya dhoruba, upepo wa kimbunga na ukame katika viwango vya kitaifa na vya kitaifa.",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.7637,1
"4th Floor, Bank of Agriculture building, 162 Independence Avenue, Central Business District Abuja, Nigeria. aatf Telephone : +234 9 4605480; aatf@aatf-africa.","Ghorofa ya 4, Jengo la Benki ya Kilimo, 162 Independence Avenue, Wilaya ya Biashara ya Kati Abuja, Nigeria. aatf Simu: +234 9 4605480; aatf@aatf-africa.","Enyomba ya igoro ya kane yebengi yo'oboremi, 162 oboeto bwobosibore omochie ogati bwomochie bwa'Abuja Nigeria enamba yesimi: +234 9 4605480; aatf@aatf-africa.",Agriculture,0.7444,1
Schools can be safe havens for mental health education,Shule zinaweza kuwa mahali salama pa elimu ya afya ya akili,Chisukuru Nabo chikonyara koba chieng'encho mono ase obosemia bw'oborwaria bw'obongo/ebirengererio.,Health,0.9917,1
Baringo County: Drought Early Warning Bulletin for May 2022,Kaunti ya Baringo: Taarifa ya Onyo la Mapema kuhusu Ukame la Mei 2022,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.865,1
Register your childs birth early to secure legal identity and access to services.,Sajili kuzaliwa kwa mtoto wako mapema ili kupata utambulisho halali na upatikanaji wa huduma.,Rika omwana amanyekane nebigambero naende anyore obokonyi ao ao,Health,0.9171,1
Enhancing Agricultural Financing in Kayonza: SACCOs were introduced to the Agriculture Credit Assessment Tool through which cooperatives ...,Kuimarisha Ufadhili wa Kilimo huko Kayonza: SACCO zilianzishwa kwenye Zana ya Tathmini ya Mikopo ya Kilimo ambayo kupitia kwayo vyama vya ushirika ...,Kwangoyia omoroberion bwokorwa chibesa chioboremi ari Kayonza: Ebiombe bioboremi mbiaansetwe korigereria ogoikerania kwa ayio nebikoreri goetra ayio ebiombe bioboremi ...,Agriculture,0.8473,1
Laikipia County: Drought Early Warning Bulletin for November 2023,Kaunti ya Laikipia: Taarifa ya Onyo la Mapema kuhusu Ukame ya Novemba 2023,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8554,1
Embu (Mbeere) County: Drought Early Warning Bulletin for May 2024,Kaunti ya Embu (Mbeere): Taarifa ya Onyo la Mapema kuhusu Ukame ya Mei 2024,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8715,1
Government sought public input on using artificial intelligence and new technologies to strengthen prevention of violent extremism and address rising online recruitment risks.,Serikali ilitafuta maoni ya umma kuhusu kutumia akili bandia na teknolojia mpya ili kuimarisha kuzuia itikadi kali na kushughulikia hatari zinazoongezeka za kuajiri watu mtandaoni.,Eserikari nyarigetie amaoni korwa abanainchi igoro yogotumia akiri pandia na tekinorochia enyia gokongia gotanga obokebago bwokoruta chipomu na gokwanera igoro yemechando yogosoigwa goetera eintaneti.,Security,0.8828,1
"Do you know that kenya Red Cross Society has free advisory services by calling 24/7? Call us through 1199 we are there because of you. Koru january-June 2019, our medical team on mental health and psychosocial baakeirwe chisimi 513",,"Inee, nomanyete ing’a Kenya Red Cross Society mbabwate obosemia bwa bosa goetera esimi 24/7? Toakere esimi ase 1199 nao tore ase eng’encho yao. Koru Januari-Juni 2019, chitimu chiaito chia Afya y’obongo amo na Obokonyi bwa kisaikolojia nchiabwatire chisimi 513",Health,0.9154,1
Laikipia County: Drought Early Warning Bulletin for May 2024,Kaunti ya Laikipia: Taarifa ya Onyo la Mapema kuhusu Ukame la Mei 2024,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8715,1
Signing of Return-to-Work Formula for universities.,Kusainiwa kwa Fomula ya Kurudi Kazini kwa Vyuo Vikuu.,Ogoitaba gwokoirana emeremo kwa abarimu bechiyunifasiti.,Education,0.5367,0
Governor Joho has constructed mobile toilets for pedesterians in Mombasa,,Omogabana Joho obekeire ebisa bi’obochenu ase abanto bagotara namagoro Mombasa,Health,0.6576,1
The Ministry of Education announced recruitment of 1500 TVET trainers to enhance vocational training programs across Kenya.,,Eminisitiri yechisemi yararetie igoro yokorikwa kwa abarimu 1500 ba'TVET gosegeta amasomo yobobundi nochusi Kenya engima.,Education,0.9589,1
"Migrants’ Right to Health – Legal and Policy Instruments Related to Migrants’ Access to Health Care, Social Protection and Labour in Selected East African Countries","Haki ya Afya ya Wahamiaji - Vyombo vya Kisheria na Sera vinavyohusiana na Upatikanaji wa Wahamiaji kwa Huduma za Afya, Ulinzi wa Jamii na Kazi katika Nchi Zilizochaguliwa za Afrika Mashariki.",N/A - Pending Fine-Tuned Model Inference,Health,0.8473,1
Exploring Climate Resilient Livelihoods Among Refugees and Host Communities in Kenya and Uganda - An Evidence Synthesis Report (November 2025),Kuchunguza Maisha Yanayostahimili Hali ya Hewa Miongoni mwa Wakimbizi na Jamii Wenyeji Nchini Kenya na Uganda - Ripoti ya Muundo wa Ushahidi (Novemba 2025),N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.9227,1
"Kenya - Cholera outbreak (DG ECHO, Ministry of Health of Kenya, WHO) (ECHO Daily Flash of 09 April 2025)","Kenya - Mlipuko wa Kipindupindu (DG ECHO, Wizara ya Afya ya Kenya, WHO) (ECHO Daily Flash ya 09 Aprili 2025)",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.9709,1
"Free startup toolkits worth Ksh 150,000 for all 2025 TVET graduates!","Vifaa vya kuanzisha biashara bila malipo vyenye thamani ya Ksh 150,000 kwa wahitimu wote wa TVET wa 2025!","Omoroberio bwogochakia obosa bwechieiringi 150,000 ase abana bonsi omwaka 2025 ase abana baria bakorire amasomo obobundi nechisemi chikwegendereria (TVET) bakorire amsomo ayio!",Education,0.8753,1
USCRI Policy Brief - Her Dreams to Achieve: Ensuring Protection and Education for Refugee Girls,Muhtasari wa Sera ya USCRI - Ndoto Zake Kufikia: Kuhakikisha Ulinzi na Elimu kwa Wasichana Wakimbizi,N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.7837,1
Health PS distributes mosquito nets in Busia County. Malaria prevalence in Busia stands at 39%. 22 counties targeted in latest campaign,Katibu Mkuu wa Afya asambaza vyandarua katika Kaunti ya Busia. Kiwango cha malaria huko Busia kimefikia 39%. Kaunti 22 zimelengwa katika kampeni ya hivi karibuni,"Omoriki omonene bw'ewizara y'Oborwaria koenana chineti ase ekaunti ya Busia.Ogoichora Kwa Esosera ase ekaunti ya Busia gwaikeire 39%.Chikaunti 22 chirengire ase chikampeini chia ang,'e iga.",Health,0.8532,1
"Kenya Situation Update January 2024: Al-Shabaab, Pastoralist Militias, and the M23","Taarifa ya Hali ya Kenya Januari 2024: Al-Shabaab, Wanamgambo wa Wafugaji, na M23",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8452,1
"Kenya - Garissa County Logistics Preparedness Action Plan, September 2023","Kenya - Mpango wa Utekelezaji wa Maandalizi ya Usafirishaji wa Kaunti ya Garissa, Septemba 2023",N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.9135,1
"The levels of compliance are mainly hindered by the technical and complex nature of tax laws and procedures, taxpayer apathy, high compliance cost, inadequate sharing of taxpayer information among National and County Government agencies, lack of physical presence of KRA offices in some regions of Kenya and low tax literacy among citizens.",,,General,0.8761,1
"Free day secondary capitation increased to Ksh 22,244 per student ÃƒÂ¢Ã¢â€šÂ¬Ã¢â‚¬Å“ confirm with your principal.","Kiasi cha bure cha masomo ya sekondari kimeongezwa hadi Ksh 22,244 kwa kila mwanafunzi thibitisha na mkuu wako wa shule.","Chibesa chieserikari gopsire ogosoma gwechisekenderi chiria abana bateri korara ime chiagesirwe goika chisiringi 22,244 kera omwana, manya obomaene bwayio korwa omwarimu omonene.",Education,0.9181,1
CS Opiyo urges Turkana residents to support the new gulf energy “led oil project,Waziri Opiyo anawasihi wakazi wa Turkana kuunga mkono mradi mpya wa mafuta unaoongozwa na nishati ya ghuba,omowasiri opiyo obaboririe abamenyi baturkana kobwatesia omoroberio bwamabuta ogulf energy.,Governance,0.7336,1
"Long-term substance use can impair cognitive functions such as memory and decision-making, which can further complicate mental health issues and affect daily functioning","Matumizi ya dawa za kulevya kwa muda mrefu yanaweza kuathiri utendaji kazi wa utambuzi kama vile kumbukumbu na kufanya maamuzi, ambayo yanaweza kuzidisha matatizo ya afya ya akili na kuathiri utendaji kazi wa kila siku.",Ogotumeka kwa amariogo y'ogotindi ase chingaki chintambe nabo agosaria okomanya obokori egasi emeremo buna okoinyora na gokora okonacha koramente obokongu bw'eafya y'obongo na gosaria obokori bw'emeremo ya kira rituko.,Health,0.8156,1
"Health CS Mutahi Kagwe says total lockdown on the table if coronavirus cases escalate, urges Kenyans to limit social interactions.","Waziri wa Afya Mutahi Kagwe anasema amri ya kutotoka nje ikiwa visa vya virusi vya corona vitaongezeka, anawahimiza Wakenya kupunguza mwingiliano wa kijamii.","Omowaziri o Afya, Mutahi Kagwe otebire richiko riogotasoka isiko ndietigwe onye ebinyinyi bia Coronavirus bikomentekana, obasabire abakenya gokeania okoumerana na abande.",Health,0.8923,1
Kenya: Registered refugees and asylum-seekers (as of 30 April 2022),Kenya: Wakimbizi waliosajiliwa na wanaotafuta hifadhi (kuanzia tarehe 30 Aprili 2022),N/A - Pending Fine-Tuned Model Inference,Disaster/Health,0.8045,1
Report via email report@integrity.go.ke or call 1551 in case you have specific corruption cases which need action.,Ripoti kupitia barua pepe report@integrity.go.ke au piga simu 1551 ikiwa una kesi maalum za ufisadi zinazohitaji hatua.,Enana amang'ana ande onsi yobokurumi ase okorika riuko riembeo @integrity.go.ke gose oake esimi 1551 erio egetambokero bene keimokigwe.,Governance,0.9158,1
You can help prevent the spread of respiratory diseases like #COVID19 if you do the following. #StayHomeHero #KomeshaCorona,Unaweza kusaidia kuzuia kuenea kwa magonjwa ya kupumua kama #COVID19 ukifanya yafuatayo. #KaaNyumbaniShujaa #KomeshaCorona,,Public Health,0.7947,1
Ministry of ICT and KICD conduct training for teachers on effective utilization of e-learning tools and platforms.,,"Eminisitiri Yamangan, Gokwanerana na Egetekinorochia (ICT) na ekeombe keria ekenene getenerete korosia amasomo agosomigwa (KICD) ngokora bare okwegeria abarimu tbuna babwenerete gotumia buya ogosoma goetera eintaneti  namsomo yokoumerana.",Education,0.9436,1
"Sustainable agriculture practices in Kenya play a vital role in ensuring the long-term ecological balance and economic viability of the countryâ€™s farming sector. Withclimate changeaffecting farming techniques and the government relying on a bountiful harvest for export, farmers in Kenya are increasingly adoptingeco-friendly farming practicesto maintain thesustainabilityof their agricultural systems.",,"Oboremi bwokwegendereria aiga Kenya nigo borengete goikerania omoroberio omotanbe korora buna oborendi gati yamasingira na mwanyabanto bikorendana erio obogima kogenderera gwense yaito €™s ensemo yoboremi. Buna ogonchoka kwerire rire kogenderete kobeka echando ase oboremi nechingencho chioboremi, ekero eserikari yaigo erengete rigesa rinene ase okoonia gochia ecchiro ya isiko, abaremi aiga Kenya mbatemete gokora oboremi bwabo ase enchera eria erendete amasingira erio gokongia oboremi bwabo nerigesa amatuko onsi.",Agriculture,0.9458,1
